"","prolific_id","message_framing","nudge","letter","allocated_wild_300","allocated_uk_300","alt","sympathy","behaviour","sufficiency","financial","flood","climate_change","climate_scores","social_norm","social_norm_donation","ego","efficacy","finance_security","experience","connectedness","gender","age","ethnicity","other_ethn","education","MD_index","education_rank"
"268","5e96185ae3d45508abe19a36","es-global","present","F",0.333333333333333,0.333333333333333,0.333333333333333,34,57,12,0.563621891609653,0,15,-0.188889855235737,35,20,18,12,15,24,4.66666666666667,"(3) Male",39.5,"(2) Other","0","(4) Undergraduate degree",8,4
"269","5b69832abd09a0000191a74d","es-global","absent","E",0.333333333333333,0.333333333333333,0.333333333333333,30,30,2,0.578558433679229,0,7,0.773941566741575,25,5,20,10,15,18,5,"(1) Female",69.5,"(1) White or Caucasian","0","(2) O-level/GCSE or equivalent including vocational equivalents",5,2
"270","5e73847b56204e2e11640010","es-global","present","F",0.333333333333333,0.333333333333333,0.333333333333333,40,80,20,-0.0100082039927046,0,1,1.5221718344293,18,2,9,15,4.5,24,5.66666666666667,"(3) Male",49.5,"(1) White or Caucasian","0","(3) A-level or equivalent including vocational equivalents",4,3
"271","57ea425e5b88f5000106bb9f","es-global","absent","E",1,0,0,17,10,3,-1.09187210212276,0,21,-0.876839472910366,24,1,35,2,8,12,3.5,"(3) Male",49.5,"(1) White or Caucasian","0","(4) Undergraduate degree",5,4
"272","593ead9ea514380001e5cf86","es-local","absent","C",0.15,0.183333333333333,0.666666666666667,33,46,3,0.0916385565128351,13,0,1.63499068092482,35,12,28,3,17.25,34,4.33333333333333,"(1) Female",59.5,"(1) White or Caucasian","0","(4) Undergraduate degree",8,4
"273","5e94035fe2ac9173a74e1a46","es-global","absent","E",0.333333333333333,0.5,0.166666666666667,27,50,8,1.59502603873463,2,40,-3.21906609342499,23,20,20,14,5.75,11,4.33333333333333,"(3) Male",21,"(2) Other","0","(4) Undergraduate degree",3,4
"274","5c50c17da7761b00014a17d5","es-global","absent","E",0.333333333333333,0.233333333333333,0.433333333333333,25,29,0,-1.09187210212276,0,14,-0.0166418248902901,22,0.01,20,10,9.5,26,5.5,"(1) Female",59.5,"(1) White or Caucasian","0","(4) Undergraduate degree",5,4
"275","5e1e26bc677d6f1913ec0111","es-global","present","F",0.333333333333333,0.333333333333333,0.333333333333333,21,52,3,-0.847919876909466,0,5,1.01825731295613,23,4,23,13,1.5,17,5,"(3) Male",49.5,"(1) White or Caucasian","0","(2) O-level/GCSE or equivalent including vocational equivalents",3,2
"276","5be4c6f601b0c8000191b115","es-global","present","F",0.333333333333333,0.333333333333333,0.333333333333333,40,70,20,0.941063107988033,0,35,-2.57686462387394,30,1,30,18,16.75,20,5.66666666666667,"(3) Male",59.5,"(1) White or Caucasian","0","(1) None of the above",1,1
"277","5e8eee2c7925131a62e2262b","biodiversity","present","B",0.166666666666667,0.5,0.333333333333333,34,14,15,-0.888578581111682,1,0,1.63499068092482,15,2,13,16,16,21,4,"(3) Male",59.5,"(1) White or Caucasian","0","(5) Higher degree",10,5
"278","5c4dca51d88cb40001d09b6b","biodiversity","present","B",0.166666666666667,0.333333333333333,0.5,34,53,14,-0.619888767025943,4,8,0.672159258947511,19,5,12,11,12,18,5.83333333333333,"(3) Male",49.5,"(1) White or Caucasian","0","(5) Higher degree",7,5
"279","5d689a902f681900013739e2","es-global","present","F",0.666666666666667,0.166666666666667,0.166666666666667,40,60,20,-0.0754044970673639,0,13,0.168345676482965,40,10,16,12,0,40,4.83333333333333,"(3) Male",29.5,"(2) Other","0","(2) O-level/GCSE or equivalent including vocational equivalents",6,2
"280","5e10fb772e47257c16e19607","biodiversity","absent","A",0.25,0.5,0.25,30,60,12,-0.757785994962363,0,29,-1.85920041427435,34,5,17,13,9,21,4.5,"(3) Male",29.5,"(2) Other","0","(4) Undergraduate degree",9,4
"281","5e5c41c4b22d9d42b78b2ebf","biodiversity","absent","A",0.333333333333333,0.333333333333333,0.333333333333333,40,89,14,1.07185569413735,0,5,1.04797190488109,20,5,16,13,0.75,40,5.5,"(3) Male",59.5,"(1) White or Caucasian","0","(3) A-level or equivalent including vocational equivalents",8,3
"282","5cc2007449ac7b0017671edf","es-global","absent","E",0.333333333333333,0.666666666666667,0,33,33,15,0.578558433679229,1,22,-0.986263295226464,34,25,20,15,10.5,40,2,"(3) Male",49.5,"(1) White or Caucasian","0","(4) Undergraduate degree",9,4
"283","57ad7127e647190001267110","biodiversity","absent","A",0,0,1,32,37,0,-1.09187210212276,0,6,0.935153058385559,30,3,27,8,10.75,15,4.66666666666667,"(3) Male",49.5,"(1) White or Caucasian","0","(3) A-level or equivalent including vocational equivalents",4,3
"284","59f99e8305d1d60001f1484b","es-local","absent","C",0.333333333333333,0.333333333333333,0.333333333333333,38,85,20,1.07185569413735,0,0,1.63499068092482,29,5,12,19,17,35,5.83333333333333,"(3) Male",49.5,"(1) White or Caucasian","0","(4) Undergraduate degree",10,4
"285","5ace11dc35eccf0001a115fe","es-local","absent","C",0.416666666666667,0.416666666666667,0.166666666666667,34,49,13,-0.351198952940204,0,11,0.307383151715399,24,5,10,13,5,20,5.16666666666667,"(3) Male",59.5,"(1) White or Caucasian","0","(3) A-level or equivalent including vocational equivalents",5,3
"286","5b9f83ced3cdbf00014dc00b","biodiversity","absent","A",0.333333333333333,0.333333333333333,0.333333333333333,35,50,8,-0.757785994962363,2,2,1.3940699588897,22,3,15,10,8,17,6.16666666666667,"(3) Male",49.5,"(1) White or Caucasian","0","(3) A-level or equivalent including vocational equivalents",1,3
"287","59ff8226ab721b0001ef6e61","biodiversity","present","B",0.833333333333333,0.166666666666667,0,38,71,12,-0.423699887801965,3,0,1.63499068092482,20,2,13,11,13.25,20,5.33333333333333,"(3) Male",39.5,"(1) White or Caucasian","0","(3) A-level or equivalent including vocational equivalents",7,3
